Taxa,Flowering_BLUE
MO44/LH195,66.87634853832151
MO44/PHT69,64.68429406021546
MO44_PHW65_0001/LH195,66.90796868651566
MO44_PHW65_0001/PHT69,64.56477093017955
MO44_PHW65_0009/LH195,67.46760391079725
MO44_PHW65_0009/PHT69,64.37642233566888
MO44_PHW65_0010/PHT69,64.99162361138576
MO44_PHW65_0012/LH195,66.53002463437339
MO44_PHW65_0012/PHT69,64.35602011528769
MO44_PHW65_0015/LH195,67.8913010117418
MO44_PHW65_0015/PHT69,64.37694733895592
MO44_PHW65_0017/LH195,68.4709105980337
MO44_PHW65_0017/PHT69,64.4736073640919
MO44_PHW65_0020/LH195,67.03544865870838
MO44_PHW65_0020/PHT69,64.29452421551318
MO44_PHW65_0023/LH195,67.78462902990466
MO44_PHW65_0023/PHT69,65.84048490117293
MO44_PHW65_0024/LH195,66.77722429638207
MO44_PHW65_0024/PHT69,64.48249239950705
MO44_PHW65_0025/LH195,66.81904032105692
MO44_PHW65_0025/PHT69,63.73738471139818
MO44_PHW65_0027/LH195,67.99440213308645
MO44_PHW65_0027/PHT69,64.3371214968566
MO44_PHW65_0029/LH195,67.29610212547131
MO44_PHW65_0029/PHT69,64.18334492078634
MO44_PHW65_0031/LH195,67.21151679731273
MO44_PHW65_0031/PHT69,63.844601740812216
MO44_PHW65_0033/LH195,68.20191785750009
MO44_PHW65_0033/PHT69,65.0859283632659
MO44_PHW65_0034/LH195,68.4851894359408
MO44_PHW65_0034/PHT69,62.43717038279763
MO44_PHW65_0035/LH195,68.01994552206705
MO44_PHW65_0035/PHT69,65.48225277458519
MO44_PHW65_0036/LH195,69.13914737411349
MO44_PHW65_0036/PHT69,64.4149011990704
MO44_PHW65_0037/LH195,66.77400662180757
MO44_PHW65_0037/PHT69,64.17158647954774
MO44_PHW65_0042/LH195,66.22752262486105
MO44_PHW65_0042/PHT69,65.42828543573556
MO44_PHW65_0048/LH195,67.71314995568144
MO44_PHW65_0048/PHT69,63.632195327074896
