taxa,PC1,PC2,PC3,PC4
MO44_PHW65_0098/PHT69,7.73230843149658,-3.18960318373257,8.18695887533361,0.427844622511645
MO44_PHW65_0099/LH195,7.39246169410718,-3.453900186402,8.10688240122953,1.60824594772998
MO44_PHW65_0099/PHT69,7.39246169410718,-3.453900186402,8.10688240122953,1.60824594772998
MO44_PHW65_0102/LH195,8.16055925508341,-2.84543604019031,7.46851081848968,1.60077927285017
MO44_PHW65_0103/LH195,7.89262273940173,-2.60597294036269,7.07499467349631,0.725159509321479
MO44_PHW65_0103/PHT69,7.89262273940173,-2.60597294036269,7.07499467349631,0.725159509321479
MO44_PHW65_0104/LH195,7.23023573161181,-3.77384719663647,9.96350704198605,1.51231050772306
MO44_PHW65_0104/PHT69,7.23023573161181,-3.77384719663647,9.96350704198605,1.51231050772306
MO44_PHW65_0105/LH195,9.04919880102814,-3.14593946555455,8.46310353520568,1.9487839813241
MO44_PHW65_0105/PHT69,9.04919880102814,-3.14593946555455,8.46310353520568,1.9487839813241
MO44_PHW65_0111/LH195,9.71551025921243,-2.55882243128894,4.50035841768583,0.438750160656312
MO44_PHW65_0111/PHT69,9.71551025921243,-2.55882243128894,4.50035841768583,0.438750160656312
MO44_PHW65_0113/LH195,-2.43695406803777,-3.22428510716703,8.03406143323672,0.593825963039329
MO44_PHW65_0113/PHT69,-2.40646925337316,-3.23043756233658,8.04006240130619,0.570351749194415
MO44_PHW65_0115/LH195,9.52530121482729,-2.61429723614209,4.85821565410413,0.869890160523826
MO44_PHW65_0115/PHT69,9.52530121482729,-2.61429723614209,4.85821565410413,0.869890160523826
MO44_PHW65_0116/LH195,8.63081556960893,-2.82447944131567,6.69659199246824,0.550817327463872
MO44_PHW65_0116/PHT69,8.63081556960893,-2.82447944131567,6.69659199246824,0.550817327463872
MO44_PHW65_0118/LH195,7.44619882759996,-3.37398507959747,9.42722424192627,1.9029614193356
MO44_PHW65_0118/PHT69,7.44619882759996,-3.37398507959747,9.42722424192627,1.9029614193356
MO44_PHW65_0120/LH195,5.82012178880547,-4.63128857345438,10.4421900564165,2.21439599845976
MO44_PHW65_0120/PHT69,5.82012178880547,-4.63128857345438,10.4421900564165,2.21439599845976
MO44_PHW65_0121/LH195,7.65362260985018,-2.99170562604149,7.11165423919895,1.62599261628494
MO44_PHW65_0121/PHT69,7.65362260985018,-2.99170562604149,7.11165423919895,1.62599261628494
MO44_PHW65_0128/LH195,7.14231827622194,-0.938444071740117,0.066239456821907,2.25949181393494
MO44_PHW65_0128/PHT69,7.14231827622194,-0.938444071740117,0.066239456821907,2.25949181393494
